label,distance_4_0,distance_8_0,distance_12_0,distance_16_0,distance_20_0,distance_4_8,distance_8_12,distance_12_16,distance_16_20
0,0.3579759214035748,0.20047331820828215,0.14159856025110146,0.09733910142009343,0.14237168554715673,0.17082600753774682,0.060839236072058635,0.05935067591409776,0.062000277981723306
0,0.4151159279629645,0.2135004660851132,0.13380632470330628,0.09967915036977326,0.15320662543931807,0.20236965693048617,0.08266241721547515,0.05226922322731734,0.0699199912244637
0,0.4638370617830712,0.204625809247359,0.12798182771836036,0.10127244183385097,0.16191434194157164,0.259501185353327,0.0785632220706761,0.050364740203091424,0.07436251261271207
0,0.36260140625465526,0.19387593061347896,0.1353604972044539,0.11011284297723932,0.1480667038782402,0.16875134870417208,0.06353264468413519,0.04278612327924432,0.053084615148825974
0,0.34176996683409905,0.1556145718163603,0.10755318985695075,0.09042510156509552,0.11694934408425159,0.19070008621346815,0.053062642469382956,0.0343547771849134,0.03705219968117599
0,0.3666529422615912,0.19171723989948608,0.12526118909740058,0.0930194714119814,0.13900509310522177,0.17561488820884255,0.07022165546528539,0.04675022552838267,0.05660018584986204
0,0.4364347615781888,0.19064210948957075,0.1273517443768385,0.10522805664207915,0.1642351139612501,0.2501096403777496,0.07382083312975173,0.04071248773159743,0.06399421427246067
0,0.42326405360221325,0.20636877433666784,0.1350391206897659,0.09866607801443732,0.14755019617462858,0.21691116905272867,0.07885738627567423,0.054222071301320555,0.057996339092934626
0,0.37161848124552715,0.21136190928554982,0.1377687963871397,0.10082488613739428,0.14743767124592294,0.16079357889521398,0.07629898947496597,0.051820870456231384,0.06173275713180167
0,0.4759167300056243,0.23505274859988903,0.16302563453522634,0.13056104053004491,0.15963679320781127,0.24764024871070134,0.07702016636224054,0.04708411653128723,0.04800982601896356
0,0.4111701828465416,0.1809084093105005,0.12486862571733294,0.10334640308565593,0.1539930299006323,0.23517288835532224,0.06552196726054373,0.04238956780675844,0.05861586118855401
0,0.41302861398011814,0.19673191512898566,0.13494782477163225,0.09625559103263207,0.1347580619150213,0.2176739866374762,0.06323724375719239,0.048871852752203467,0.06137783970837668
0,0.39253973213683024,0.2285380934676966,0.1416269500005288,0.0977373092983134,0.13779474710325845,0.1668333888156771,0.08691134800649755,0.053234590529147724,0.06817685586846271
0,0.41814092058025043,0.18912760589293587,0.13625504270082825,0.11593254999474233,0.15056314705039034,0.23605550408264783,0.06271162606260086,0.03343057379929526,0.04640233177965792
0,0.41173458928011175,0.21378949849067877,0.13460237701239092,0.09910984996666361,0.13784408024461317,0.19885832675051884,0.07936400318594884,0.055221213696143974,0.06325950341884266
0,0.37720898240903694,0.17911733284996378,0.1298172390919693,0.10561900244149368,0.1501247296250651,0.20313276437512473,0.06314382939749828,0.03770549319216035,0.05193525841045775
0,0.36923868186855563,0.1566818067108955,0.09776519661779937,0.0700394104604822,0.12688975558840881,0.21263570820999322,0.06158149401784756,0.05157694359648882,0.06531549488846478
0,0.37482929732161724,0.1779999380904189,0.15348655717054713,0.14737046022000738,0.18016768876855865,0.20727944826680675,0.0384520651514055,0.0338954245047436,0.045359363742132786
0,0.3665780109654597,0.21469096076112118,0.13090739583531005,0.09563407193729884,0.14872808876808574,0.16427326468240666,0.08474903695654686,0.05210062789406369,0.06624723936844078
0,0.3419909153632315,0.15146364456821684,0.10090114822068007,0.07971195729527575,0.11724777752773587,0.1909450848955063,0.054792460445793445,0.03772001299151637,0.0477132865900534
0,0.40705685178311485,0.19990687818023106,0.14592460562664,0.11503714400875632,0.15733402790921547,0.20720542259470917,0.0638802698446286,0.04731817217767707,0.05849814260190186
0,0.3707532297071956,0.2497308056880135,0.13853823161671447,0.10610809694571963,0.1642303737325272,0.12859880618483174,0.11546704205678911,0.05158369189357694,0.07267728167332496
0,0.4442331001263602,0.2446448131650968,0.164715239959531,0.12560521567717522,0.18283165942356072,0.20351150571301307,0.08466701722597061,0.05579595050196749,0.07648519582531788
0,0.3727227231194764,0.18976260613771434,0.13358322393994224,0.10370336817381084,0.146369767618694,0.18375136885906215,0.058234319540128934,0.044920817312750064,0.058831454937807164
0,0.36000935261215133,0.16218963885438648,0.10132262632536955,0.08543699738302193,0.12616195871172947,0.19899508486071635,0.06339493992400845,0.04006597599616165,0.04955124641066695
0,0.37116814523802394,0.21905046185576071,0.1365463981901045,0.09343628167561473,0.1380978015737254,0.16334047239124685,0.08309879889556802,0.0494685556736224,0.0639796094339822
0,0.3614660809768475,0.16503025763946558,0.11216686132687508,0.09405014268157837,0.1404619371077689,0.19864391572526946,0.06350932277072202,0.03705410267821816,0.05175207130114533
0,0.4676776749105134,0.24805318052116482,0.16781847500075533,0.13158552700163778,0.18422636990605373,0.2199836665766682,0.0842840107868942,0.05870536682949683,0.07235990644778001
0,0.3693398857486356,0.1919046913629727,0.12843067913476808,0.09783153306599954,0.14960034121211768,0.18000963930900915,0.06950507397465291,0.046226667398784,0.0654169405337624
