Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.5494720339775085, 0.8048568964004517, 4.351278164449468e-07]","[0.6121558547019958, 0.7383025884628296, 0.017292577773332596]","[0.6357844471931458, 0.6739224195480347, 0.01643972285091877]","[0.6755618453025818, 0.6233388185501099, 0.01226886734366417]","[0.7220058441162109, 0.600092887878418, 0.0030692724976688623]","[0.5587264895439148, 0.5488139986991882, -0.024667054414749146]","[0.5598019361495972, 0.43512654304504395, -0.0352732315659523]","[0.5632110238075256, 0.3724764585494995, -0.03960590064525604]","[0.5708142518997192, 0.32100987434387207, -0.0465618260204792]","[0.4949526786804199, 0.5484256744384766, -0.04663030058145523]","[0.4570276737213135, 0.4179413914680481, -0.06748751550912857]","[0.4355542063713074, 0.3335837125778198, -0.08462124317884445]","[0.4212765395641327, 0.27331408858299255, -0.09932131320238113]","[0.4366224408149719, 0.5810085535049438, -0.06401322036981583]","[0.3821415901184082, 0.463174432516098, -0.0953596979379654]","[0.3537604808807373, 0.38111427426338196, -0.12766024470329285]","[0.331143856048584, 0.3187849521636963, -0.15107181668281555]","[0.38914424180984497, 0.6363614201545715, -0.07597053796052933]","[0.30676141381263733, 0.57985919713974, -0.11350826919078827]","[0.2541881501674652, 0.541606068611145, -0.1392900049686432]","[0.21195340156555176, 0.506599485874176, -0.15641087293624878]"
L,"[0.470317542552948, 0.8078205585479736, 3.5231801120971795e-07]","[0.39173126220703125, 0.7387412786483765, -0.007790474686771631]","[0.3304957151412964, 0.667873203754425, -0.027088338509202003]","[0.2700188159942627, 0.6141101121902466, -0.046916503459215164]","[0.20977869629859924, 0.5884206295013428, -0.07169454544782639]","[0.429303377866745, 0.5604383945465088, -0.051406972110271454]","[0.40509849786758423, 0.4511238932609558, -0.07474192976951599]","[0.38925740122795105, 0.3848193883895874, -0.08850543200969696]","[0.3780685067176819, 0.33078986406326294, -0.09863904863595963]","[0.49507781863212585, 0.5586934685707092, -0.06101261079311371]","[0.518765926361084, 0.4247710108757019, -0.08233010023832321]","[0.5328525304794312, 0.34529343247413635, -0.09562556445598602]","[0.5440864562988281, 0.28837230801582336, -0.10713163018226624]","[0.5504748225212097, 0.5901825428009033, -0.06891395896673203]","[0.595105767250061, 0.4802788496017456, -0.09319262206554413]","[0.6232936382293701, 0.407171368598938, -0.12041904777288437]","[0.6399595737457275, 0.35224777460098267, -0.1406814604997635]","[0.5948585867881775, 0.6402435898780823, -0.07489721477031708]","[0.668421745300293, 0.5974223613739014, -0.09899167716503143]","[0.7155593633651733, 0.5648549199104309, -0.11685329675674438]","[0.7514613270759583, 0.5350551009178162, -0.1300312727689743]"
R,"[0.3668576776981354, 0.755071759223938, 1.000872998702107e-06]","[0.4904543459415436, 0.713011622428894, -0.04991309717297554]","[0.5744588375091553, 0.6627916693687439, -0.06949613243341446]","[0.6460056304931641, 0.6103618144989014, -0.07451431453227997]","[0.7138702273368835, 0.5622434020042419, -0.07828916609287262]","[0.4887409508228302, 0.5241559743881226, -0.04141956567764282]","[0.5423147082328796, 0.4156668186187744, -0.027783304452896118]","[0.5707217454910278, 0.3417215645313263, -0.01739952340722084]","[0.5868616700172424, 0.2892158627510071, -0.010174162685871124]","[0.430960088968277, 0.5282949209213257, 0.003979825880378485]","[0.4253535866737366, 0.397968053817749, 0.029649896547198296]","[0.434173047542572, 0.3276994824409485, 0.040653496980667114]","[0.4347444176673889, 0.2711693048477173, 0.044459763914346695]","[0.388306200504303, 0.5576192140579224, 0.04979802668094635]","[0.37209391593933105, 0.46125900745391846, 0.07707054913043976]","[0.3697529137134552, 0.4084881544113159, 0.07192827016115189]","[0.3651087284088135, 0.3679395914077759, 0.06250397861003876]","[0.36624616384506226, 0.5987787842750549, 0.09294233471155167]","[0.3491596579551697, 0.5716588497161865, 0.11362146586179733]","[0.33804333209991455, 0.5657282471656799, 0.11039257049560547]","[0.32962310314178467, 0.5598645210266113, 0.10590365529060364]"
L,"[0.37349212169647217, 0.8480466604232788, 1.348619615981761e-08]","[0.32516711950302124, 0.7647187113761902, 0.04139585793018341]","[0.3166542053222656, 0.6917276382446289, 0.05174563080072403]","[0.30933406949043274, 0.6422145366668701, 0.05400492250919342]","[0.26940077543258667, 0.6125358939170837, 0.048512786626815796]","[0.3875904083251953, 0.5618912577629089, -0.004465122241526842]","[0.39530661702156067, 0.4303053021430969, -0.013030617497861385]","[0.40426093339920044, 0.35914239287376404, -0.009234580211341381]","[0.41139355301856995, 0.30760520696640015, -0.005618456285446882]","[0.4598797857761383, 0.5677012801170349, -0.0382009819149971]","[0.5134239196777344, 0.39391693472862244, -0.05322913080453873]","[0.5489954948425293, 0.2962895333766937, -0.05895289033651352]","[0.5701384544372559, 0.22523680329322815, -0.06227264925837517]","[0.5220710039138794, 0.6053901314735413, -0.0667971596121788]","[0.5796454548835754, 0.44118979573249817, -0.0957767590880394]","[0.612615168094635, 0.3384569585323334, -0.12305519729852676]","[0.629096269607544, 0.26504403352737427, -0.13791561126708984]","[0.5800495743751526, 0.6651870012283325, -0.08784148842096329]","[0.6814860701560974, 0.5810625553131104, -0.11812377721071243]","[0.7452834844589233, 0.5324325561523438, -0.13682080805301666]","[0.7903033494949341, 0.4896653890609741, -0.14806807041168213]"
L,"[0.43488946557044983, 0.7948422431945801, 2.2845337355192896e-07]","[0.37533730268478394, 0.7329610586166382, -0.005021129734814167]","[0.3377663493156433, 0.6708049178123474, -0.024257726967334747]","[0.29437559843063354, 0.6219369173049927, -0.045308612287044525]","[0.24183812737464905, 0.5946099162101746, -0.07095970213413239]","[0.4288046956062317, 0.5447642207145691, -0.04270172864198685]","[0.41426244378089905, 0.44132545590400696, -0.06781923770904541]","[0.4097011685371399, 0.37901875376701355, -0.08323760330677032]","[0.4070073366165161, 0.32955795526504517, -0.09442406892776489]","[0.4978276193141937, 0.543548047542572, -0.05827203765511513]","[0.5292191505432129, 0.4113812744617462, -0.08413808047771454]","[0.5488458275794983, 0.3331555724143982, -0.09922251105308533]","[0.5591902136802673, 0.2734956741333008, -0.1104944571852684]","[0.5571772456169128, 0.575214147567749, -0.07292844355106354]","[0.6067606806755066, 0.46262460947036743, -0.10505566000938416]","[0.6375914812088013, 0.38546884059906006, -0.13276970386505127]","[0.6542702317237854, 0.3240721821784973, -0.1501057744026184]","[0.6082272529602051, 0.6274586915969849, -0.08526096493005753]","[0.690180242061615, 0.5716453790664673, -0.11379943788051605]","[0.7428928017616272, 0.5348227024078369, -0.1306525021791458]","[0.7802916765213013, 0.5006279945373535, -0.14151477813720703]"
L,"[0.5085460543632507, 0.8362886905670166, 3.85534718816416e-07]","[0.43554508686065674, 0.7538632750511169, 0.009804288856685162]","[0.390186071395874, 0.6834918260574341, -0.009824605658650398]","[0.34876278042793274, 0.6245282292366028, -0.030176660045981407]","[0.2998691499233246, 0.5881690382957458, -0.05734516680240631]","[0.47593581676483154, 0.5740023255348206, -0.07249408215284348]","[0.46025776863098145, 0.4506300389766693, -0.09151102602481842]","[0.45174163579940796, 0.3771551251411438, -0.09512429684400558]","[0.4513845145702362, 0.32213208079338074, -0.09743402898311615]","[0.5475131869316101, 0.5884077548980713, -0.0899806097149849]","[0.5686684846878052, 0.433017373085022, -0.11525634676218033]","[0.5826982259750366, 0.34064996242523193, -0.1258544623851776]","[0.5947098135948181, 0.27128633856773376, -0.13489937782287598]","[0.6088626384735107, 0.624585747718811, -0.09988342225551605]","[0.6531745195388794, 0.4950815439224243, -0.12834498286247253]","[0.6872743368148804, 0.40926238894462585, -0.15348373353481293]","[0.7112378478050232, 0.349853515625, -0.17041996121406555]","[0.6637446880340576, 0.67292720079422, -0.10429126024246216]","[0.7460812330245972, 0.6060118675231934, -0.12347077578306198]","[0.8007848858833313, 0.5657999515533447, -0.13316628336906433]","[0.8406503200531006, 0.531610906124115, -0.14091290533542633]"
L,"[0.45776864886283875, 0.9057366847991943, 2.8832221943275727e-08]","[0.3737489879131317, 0.7960678339004517, 0.039565857499837875]","[0.35356229543685913, 0.694814920425415, 0.05044177174568176]","[0.3798220157623291, 0.6105204224586487, 0.06055712699890137]","[0.39544904232025146, 0.5560176372528076, 0.06504542380571365]","[0.4205055832862854, 0.5955018997192383, -0.04564064368605614]","[0.3991284966468811, 0.45817244052886963, -0.0506412535905838]","[0.38292282819747925, 0.3778252899646759, -0.03814004734158516]","[0.38092970848083496, 0.3198907673358917, -0.029881825670599937]","[0.5015845894813538, 0.6058378219604492, -0.06786232441663742]","[0.5368996262550354, 0.4222297966480255, -0.100772425532341]","[0.5638391375541687, 0.31157737970352173, -0.11396916955709457]","[0.5874376893043518, 0.23214346170425415, -0.12091965973377228]","[0.5717520713806152, 0.6464559435844421, -0.07762867957353592]","[0.6173693537712097, 0.4866333305835724, -0.11974786967039108]","[0.6560907363891602, 0.3734414577484131, -0.1520654559135437]","[0.6781179904937744, 0.2942951023578644, -0.16831351816654205]","[0.6343392133712769, 0.705544114112854, -0.07647395879030228]","[0.7317900061607361, 0.6254839301109314, -0.10461899638175964]","[0.7934134602546692, 0.5795159339904785, -0.11870256811380386]","[0.8340514898300171, 0.5355331897735596, -0.1272963285446167]"
L,"[0.5643292665481567, 0.8606739044189453, 9.063128914021945e-07]","[0.4440159499645233, 0.7889237403869629, -0.02949361316859722]","[0.3543717861175537, 0.7079657912254333, -0.05914197117090225]","[0.26858219504356384, 0.6331264972686768, -0.08328074961900711]","[0.19511684775352478, 0.5889134407043457, -0.11038190126419067]","[0.4754628539085388, 0.5746017098426819, -0.07866480946540833]","[0.42237675189971924, 0.4334139823913574, -0.09612760692834854]","[0.3924279808998108, 0.34992551803588867, -0.10313542932271957]","[0.38129985332489014, 0.2865287959575653, -0.10899031162261963]","[0.5607089400291443, 0.573517918586731, -0.07292678952217102]","[0.5680366158485413, 0.41430047154426575, -0.0885600745677948]","[0.5743415355682373, 0.31234583258628845, -0.09869739413261414]","[0.5860413908958435, 0.23959419131278992, -0.10864197462797165]","[0.6259003281593323, 0.6082676649093628, -0.06467213481664658]","[0.6552720069885254, 0.4820859432220459, -0.08231738209724426]","[0.6757892370223999, 0.39366161823272705, -0.10929940640926361]","[0.6907747983932495, 0.329235315322876, -0.13031606376171112]","[0.6738443374633789, 0.6606191396713257, -0.055431339889764786]","[0.7411720752716064, 0.608302116394043, -0.07406380772590637]","[0.7852626442909241, 0.5730854272842407, -0.08934568613767624]","[0.8207058310508728, 0.5445055961608887, -0.10019791126251221]"
R,"[0.5068259835243225, 0.8822040557861328, 7.388603648905701e-07]","[0.6119106411933899, 0.7805553078651428, 0.05255051329731941]","[0.6589056253433228, 0.700219988822937, 0.07384996116161346]","[0.7315702438354492, 0.6329154372215271, 0.09552423655986786]","[0.8022648096084595, 0.6084740161895752, 0.11797164380550385]","[0.5465574860572815, 0.5671262145042419, -0.004692549351602793]","[0.583358883857727, 0.4258071184158325, -0.002776438370347023]","[0.5905247926712036, 0.3429228365421295, 0.004946878645569086]","[0.6031484007835388, 0.28147584199905396, 0.008126698434352875]","[0.44778531789779663, 0.5756635069847107, -0.017343897372484207]","[0.4206838309764862, 0.4022129774093628, -0.0340752936899662]","[0.4077282249927521, 0.3004720211029053, -0.04565517231822014]","[0.39903488755226135, 0.2303493320941925, -0.05517351254820824]","[0.3751845955848694, 0.620837390422821, -0.01795155182480812]","[0.319642037153244, 0.4637235403060913, -0.03771214559674263]","[0.291232705116272, 0.3624958395957947, -0.06389468908309937]","[0.2685697078704834, 0.2896313965320587, -0.08183521032333374]","[0.3291124701499939, 0.681134819984436, -0.007444580085575581]","[0.23014697432518005, 0.6103144884109497, -0.020970264449715614]","[0.16465729475021362, 0.5655209422111511, -0.03653835505247116]","[0.11982986330986023, 0.5202987194061279, -0.04735691845417023]"
L,"[0.5105185508728027, 0.891573965549469, 7.96179165263311e-07]","[0.384451687335968, 0.8099061846733093, -0.02561028301715851]","[0.2998553514480591, 0.7262465953826904, -0.050810009241104126]","[0.22068294882774353, 0.6486467719078064, -0.06752000004053116]","[0.15040087699890137, 0.6088380217552185, -0.08575558662414551]","[0.43012866377830505, 0.5874001383781433, -0.08023273199796677]","[0.38297128677368164, 0.43553245067596436, -0.08909427374601364]","[0.3492305874824524, 0.34938985109329224, -0.09079805761575699]","[0.33935409784317017, 0.2851606607437134, -0.09375124424695969]","[0.5177052021026611, 0.5852567553520203, -0.06393535435199738]","[0.5222874283790588, 0.42194920778274536, -0.07431318610906601]","[0.5301886796951294, 0.3202493190765381, -0.07834308594465256]","[0.5449674129486084, 0.2453804910182953, -0.08447615057229996]","[0.5804439783096313, 0.6161802411079407, -0.04249383136630058]","[0.610676109790802, 0.48591622710227966, -0.05351444333791733]","[0.6387807130813599, 0.3961079716682434, -0.0753994956612587]","[0.6591671705245972, 0.33012935519218445, -0.09251868724822998]","[0.6241536140441895, 0.6667905449867249, -0.018934054300189018]","[0.6986345052719116, 0.6071589589118958, -0.028525782749056816]","[0.7489680051803589, 0.5672618746757507, -0.03895338997244835]","[0.7903364896774292, 0.536048173904419, -0.04690416157245636]"
R,"[0.590794563293457, 0.7961727380752563, 9.584016424923902e-07]","[0.6426973938941956, 0.7288350462913513, -0.007075614295899868]","[0.6657524108886719, 0.6561131477355957, -0.023944690823554993]","[0.7047004699707031, 0.6039032340049744, -0.039326928555965424]","[0.7564336061477661, 0.5863586068153381, -0.05848861485719681]","[0.5964388251304626, 0.5771810412406921, -0.06606601923704147]","[0.5952709317207336, 0.4640805423259735, -0.09638358652591705]","[0.5979567766189575, 0.3929210305213928, -0.11133591830730438]","[0.6077674627304077, 0.33921900391578674, -0.12221845239400864]","[0.5341730713844299, 0.584431529045105, -0.07955176383256912]","[0.49400776624679565, 0.457240492105484, -0.1106497272849083]","[0.47100624442100525, 0.37168633937835693, -0.13102881610393524]","[0.4614241421222687, 0.3070181906223297, -0.14624689519405365]","[0.4793611764907837, 0.6188769340515137, -0.0885247141122818]","[0.41955840587615967, 0.5160027146339417, -0.11923401802778244]","[0.384738564491272, 0.43731969594955444, -0.14158165454864502]","[0.3660035729408264, 0.3763980269432068, -0.15721319615840912]","[0.43896862864494324, 0.6733614802360535, -0.09479859471321106]","[0.36859679222106934, 0.6167883276939392, -0.1285593956708908]","[0.32276320457458496, 0.5746906995773315, -0.14456118643283844]","[0.2874871790409088, 0.538040041923523, -0.15287214517593384]"
R,"[0.45926815271377563, 0.8658729195594788, 4.936707114211458e-07]","[0.36666402220726013, 0.7797486186027527, -0.015154335647821426]","[0.2951042354106903, 0.6960614919662476, -0.040905486792325974]","[0.21723860502243042, 0.6356695294380188, -0.06513544172048569]","[0.14475563168525696, 0.607010543346405, -0.09444911777973175]","[0.42057371139526367, 0.5523941516876221, -0.06248520687222481]","[0.387140154838562, 0.4213297963142395, -0.07911409437656403]","[0.3688165545463562, 0.3420417010784149, -0.08790921419858932]","[0.36214500665664673, 0.28420233726501465, -0.09719023108482361]","[0.5095869898796082, 0.5556236505508423, -0.0684872642159462]","[0.5291208028793335, 0.39233922958374023, -0.08678566664457321]","[0.5463292002677917, 0.29779547452926636, -0.09686418622732162]","[0.5606180429458618, 0.22620627284049988, -0.10853911936283112]","[0.5799060463905334, 0.5969837307929993, -0.07261186093091965]","[0.6272430419921875, 0.4623708128929138, -0.1031930074095726]","[0.6629176139831543, 0.3702821135520935, -0.13744735717773438]","[0.6836304664611816, 0.29850995540618896, -0.1623985320329666]","[0.6373873353004456, 0.6587188243865967, -0.07392900437116623]","[0.7284942865371704, 0.597578763961792, -0.11017274856567383]","[0.7909014225006104, 0.5581289529800415, -0.13593226671218872]","[0.8348261713981628, 0.5222010016441345, -0.15419518947601318]"
L,"[0.46327513456344604, 0.8093972206115723, 5.782677590104868e-07]","[0.37301376461982727, 0.7398983836174011, 0.003977831918746233]","[0.3165333569049835, 0.6737960577011108, -0.012960495427250862]","[0.2579265832901001, 0.6146125793457031, -0.02937171421945095]","[0.19487297534942627, 0.5835141539573669, -0.052253320813179016]","[0.4178161025047302, 0.5691825747489929, -0.06932904571294785]","[0.3781391978263855, 0.44587182998657227, -0.08992861211299896]","[0.36086204648017883, 0.37096691131591797, -0.09780130535364151]","[0.356364905834198, 0.31485623121261597, -0.10311835259199142]","[0.4876517653465271, 0.5744256973266602, -0.08126600831747055]","[0.5016598701477051, 0.4236908555030823, -0.09948397427797318]","[0.5124994516372681, 0.3336622714996338, -0.10975528508424759]","[0.5270423293113708, 0.26992008090019226, -0.1194126233458519]","[0.5459638237953186, 0.6061838865280151, -0.0872403159737587]","[0.5858157277107239, 0.482016921043396, -0.10915369540452957]","[0.6121672987937927, 0.4022585153579712, -0.13429982960224152]","[0.6308793425559998, 0.34447866678237915, -0.15344049036502838]","[0.5903475880622864, 0.6509906649589539, -0.08874788880348206]","[0.667961061000824, 0.5948716402053833, -0.10772398114204407]","[0.7160462737083435, 0.5635420083999634, -0.11927169561386108]","[0.7521995902061462, 0.5366098880767822, -0.12825143337249756]"
