Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.515586256980896, 0.9362196922302246, 4.182425961118952e-09]","[0.48413851857185364, 0.8976837396621704, -0.1199018657207489]","[0.4957007169723511, 0.7930235862731934, -0.1324182003736496]","[0.5353153944015503, 0.6964770555496216, -0.11899556964635849]","[0.566763699054718, 0.6152756214141846, -0.09584713727235794]","[0.4175416827201843, 0.6796873807907104, -0.0695372223854065]","[0.35110345482826233, 0.5668062567710876, -0.08128555119037628]","[0.3058924078941345, 0.5007138252258301, -0.09340528398752213]","[0.27597999572753906, 0.44261282682418823, -0.10154777765274048]","[0.47091367840766907, 0.6590602397918701, -0.013890906237065792]","[0.43358710408210754, 0.5193231701850891, -0.011397894471883774]","[0.4163432717323303, 0.42842423915863037, -0.020137570798397064]","[0.389657586812973, 0.3590501844882965, -0.02764727547764778]","[0.5230905413627625, 0.6654298901557922, 0.028620580211281776]","[0.5482067465782166, 0.5733598470687866, 0.007934642024338245]","[0.5681192874908447, 0.5667368173599243, -0.01726866513490677]","[0.5594860315322876, 0.5620554685592651, -0.028209561482071877]","[0.5704507827758789, 0.6782508492469788, 0.06156746298074722]","[0.5876969695091248, 0.6063903570175171, 0.03955267742276192]","[0.5882627964019775, 0.5874626636505127, 0.02417292632162571]","[0.562617838382721, 0.5738990902900696, 0.017186598852276802]"
R,"[0.5436548590660095, 0.8430077433586121, 3.623307236466644e-07]","[0.4719006419181824, 0.8008396625518799, -0.0682656392455101]","[0.43747326731681824, 0.7163006067276001, -0.09705236554145813]","[0.4476484954357147, 0.6297449469566345, -0.12217923253774643]","[0.49024248123168945, 0.5741406083106995, -0.14107893407344818]","[0.4231474995613098, 0.6314237117767334, -0.03573804721236229]","[0.3656083941459656, 0.5465635061264038, -0.06860288977622986]","[0.33680540323257446, 0.49434226751327515, -0.0892200842499733]","[0.3199769854545593, 0.4522414803504944, -0.10126183927059174]","[0.47589775919914246, 0.6067668795585632, -0.020420216023921967]","[0.47175973653793335, 0.4944204092025757, -0.04835592955350876]","[0.4647147059440613, 0.4265483617782593, -0.061250198632478714]","[0.4571029245853424, 0.369484543800354, -0.06735027581453323]","[0.5280321836471558, 0.6069546341896057, -0.015051539056003094]","[0.542796790599823, 0.5161675810813904, -0.050609614700078964]","[0.5244789719581604, 0.5570682287216187, -0.046862609684467316]","[0.5064437389373779, 0.597022533416748, -0.03278415650129318]","[0.577244758605957, 0.6200219988822937, -0.01774412952363491]","[0.6007680296897888, 0.557563066482544, -0.04288611188530922]","[0.6213922500610352, 0.517689049243927, -0.048663824796676636]","[0.6373889446258545, 0.4809190034866333, -0.047402020543813705]"
R,"[0.5790202021598816, 0.9260233640670776, 8.994780955617898e-07]","[0.47390779852867126, 0.8898711204528809, -0.07593550533056259]","[0.4209403693675995, 0.7758764028549194, -0.11115046590566635]","[0.4252273738384247, 0.6715341210365295, -0.1489928960800171]","[0.4776060879230499, 0.5923576951026917, -0.18235521018505096]","[0.429586261510849, 0.6607121229171753, 0.004429291933774948]","[0.35914722084999084, 0.5569958090782166, -0.02221309393644333]","[0.3152220845222473, 0.49162331223487854, -0.03796225041151047]","[0.2952502369880676, 0.4427288770675659, -0.04441628232598305]","[0.49030786752700806, 0.639701783657074, 0.013123240321874619]","[0.48993003368377686, 0.5011434555053711, -0.0013501147041097283]","[0.48300284147262573, 0.4064463973045349, -0.00944819301366806]","[0.47603094577789307, 0.33526358008384705, -0.01069191936403513]","[0.5513654351234436, 0.6449066996574402, 0.0037821477744728327]","[0.5668824911117554, 0.5243843793869019, -0.03496357053518295]","[0.5360531210899353, 0.549448549747467, -0.055059053003787994]","[0.5114086270332336, 0.5920003056526184, -0.05393577367067337]","[0.6107967495918274, 0.655487060546875, -0.014277121983468533]","[0.6385634541511536, 0.568168580532074, -0.0427931547164917]","[0.6652590036392212, 0.5126866102218628, -0.06732214242219925]","[0.691024661064148, 0.46987515687942505, -0.08035233616828918]"
R,"[0.5710552334785461, 0.9306910037994385, 7.181151318036427e-07]","[0.4639378488063812, 0.875009298324585, -0.05504149943590164]","[0.42104294896125793, 0.7675064206123352, -0.07554448395967484]","[0.43603333830833435, 0.650947093963623, -0.09493770450353622]","[0.49156707525253296, 0.5796965956687927, -0.10448326170444489]","[0.40601712465286255, 0.669826865196228, -0.004399989265948534]","[0.33813774585723877, 0.5664042830467224, -0.03526872768998146]","[0.3029804229736328, 0.497636079788208, -0.06024911627173424]","[0.2775898277759552, 0.44706976413726807, -0.07709205895662308]","[0.4809805452823639, 0.6377946734428406, 0.005603402853012085]","[0.48087453842163086, 0.5112075209617615, -0.022473560646176338]","[0.4713546335697174, 0.41778063774108887, -0.04484809190034866]","[0.46114152669906616, 0.3502885103225708, -0.05873597040772438]","[0.5424911975860596, 0.6373010873794556, 0.005832832306623459]","[0.5584279298782349, 0.5248993635177612, -0.018268520012497902]","[0.5472422242164612, 0.5495430827140808, -0.005090669263154268]","[0.5393406748771667, 0.5897693037986755, 0.013027291744947433]","[0.6062201261520386, 0.6527259945869446, -0.002581849228590727]","[0.6359333395957947, 0.571628749370575, -0.016146080568432808]","[0.6584234237670898, 0.5200155973434448, -0.01271167490631342]","[0.6754658818244934, 0.48004472255706787, -0.004479247145354748]"
L,"[0.45716196298599243, 0.840265691280365, 2.5153343585770926e-07]","[0.5400627255439758, 0.7927263975143433, 0.04807242378592491]","[0.5789544582366943, 0.7130969762802124, 0.06401854008436203]","[0.593447208404541, 0.6553714275360107, 0.05470844358205795]","[0.5755811333656311, 0.6009876728057861, 0.04143752530217171]","[0.5232697129249573, 0.6188524961471558, 0.13210245966911316]","[0.5436125993728638, 0.5402030944824219, 0.16607902944087982]","[0.5578939318656921, 0.49862802028656006, 0.19246570765972137]","[0.5697894096374512, 0.47389137744903564, 0.20869655907154083]","[0.48873698711395264, 0.6091938018798828, 0.08125720173120499]","[0.4640023410320282, 0.4884149432182312, 0.11062618345022202]","[0.46460583806037903, 0.4128360152244568, 0.12577767670154572]","[0.45612549781799316, 0.36556747555732727, 0.14009730517864227]","[0.45423659682273865, 0.6120850443840027, 0.022226085886359215]","[0.46635448932647705, 0.5170808434486389, 0.018901655450463295]","[0.5123401284217834, 0.5323217511177063, 0.009563331492245197]","[0.5386260747909546, 0.5603111386299133, 0.009276674129068851]","[0.43560248613357544, 0.6169729828834534, -0.034726694226264954]","[0.40415138006210327, 0.5296527147293091, -0.05785232037305832]","[0.38513511419296265, 0.48116979002952576, -0.07720652222633362]","[0.35772162675857544, 0.4473994970321655, -0.08719482272863388]"
L,"[0.4450525641441345, 0.8635260462760925, 6.653038440163073e-07]","[0.5118846893310547, 0.8215245008468628, -0.06583087146282196]","[0.5382237434387207, 0.7374688982963562, -0.09128567576408386]","[0.49713560938835144, 0.6527331471443176, -0.11205475777387619]","[0.4502411484718323, 0.5879952907562256, -0.12978793680667877]","[0.5843600630760193, 0.6267246007919312, -0.039086174219846725]","[0.6506676077842712, 0.5398700833320618, -0.06424207240343094]","[0.6904289722442627, 0.4828445017337799, -0.08354184776544571]","[0.7210543155670166, 0.4339548945426941, -0.09727295488119125]","[0.5244083404541016, 0.598247766494751, -0.030018934980034828]","[0.5405817031860352, 0.48187220096588135, -0.06045633554458618]","[0.5525599122047424, 0.40863949060440063, -0.08683818578720093]","[0.5586116313934326, 0.34858474135398865, -0.10324131697416306]","[0.4655187427997589, 0.6011859774589539, -0.02933153696358204]","[0.44845372438430786, 0.5258395671844482, -0.0775080993771553]","[0.4421880841255188, 0.5651130080223083, -0.10418441891670227]","[0.43545612692832947, 0.5950868725776672, -0.11007651686668396]","[0.41373270750045776, 0.6228907108306885, -0.034269411116838455]","[0.3929285407066345, 0.5507322549819946, -0.07027159631252289]","[0.385658860206604, 0.5167264342308044, -0.08966812491416931]","[0.386796772480011, 0.48230671882629395, -0.09900283813476562]"
R,"[0.5715360641479492, 0.9643371105194092, 6.249304078664863e-07]","[0.47369635105133057, 0.9154761433601379, -0.09614579379558563]","[0.4285714030265808, 0.8090053200721741, -0.1352626085281372]","[0.4509607255458832, 0.7066298723220825, -0.1683572381734848]","[0.509689211845398, 0.625999391078949, -0.1944492608308792]","[0.39286404848098755, 0.6592702865600586, -0.05377966910600662]","[0.31890374422073364, 0.5474691390991211, -0.10399623215198517]","[0.275399386882782, 0.4753243029117584, -0.1425502747297287]","[0.24168354272842407, 0.4134403169155121, -0.16726206243038177]","[0.4711834788322449, 0.6333989500999451, -0.03804086893796921]","[0.4587540626525879, 0.4836621880531311, -0.08677396923303604]","[0.4524296522140503, 0.3848843574523926, -0.1268661618232727]","[0.4448193907737732, 0.312115877866745, -0.15205320715904236]","[0.5463888049125671, 0.6436465978622437, -0.03536508232355118]","[0.5592482686042786, 0.5278711318969727, -0.10135672986507416]","[0.5549432039260864, 0.5690988898277283, -0.12743891775608063]","[0.5500264763832092, 0.6222726106643677, -0.1286090761423111]","[0.6147210001945496, 0.6702468395233154, -0.041260238736867905]","[0.6415737867355347, 0.5745872259140015, -0.08583293110132217]","[0.6638387441635132, 0.518325924873352, -0.1044873297214508]","[0.6825265884399414, 0.4715648591518402, -0.11126859486103058]"
R,"[0.5430132746696472, 0.8657801151275635, 5.411770302998775e-07]","[0.491793155670166, 0.8267996311187744, -0.1298937052488327]","[0.4835728406906128, 0.7432711124420166, -0.1651124209165573]","[0.5185249447822571, 0.6611551642417908, -0.17953550815582275]","[0.5586515069007874, 0.5851007103919983, -0.1876753717660904]","[0.4037098288536072, 0.6259687542915344, -0.07737354934215546]","[0.34552285075187683, 0.5354621410369873, -0.10469655692577362]","[0.3047662079334259, 0.47650793194770813, -0.13036634027957916]","[0.2765582501888275, 0.42696866393089294, -0.1490466445684433]","[0.46510642766952515, 0.6124531626701355, -0.03308568522334099]","[0.4398711919784546, 0.48573675751686096, -0.059088610112667084]","[0.4341607093811035, 0.40188702940940857, -0.09843621402978897]","[0.4255111515522003, 0.335880845785141, -0.12765607237815857]","[0.5264335870742798, 0.6207413673400879, -0.003252308815717697]","[0.5507130026817322, 0.5311548709869385, -0.06260117143392563]","[0.5824058055877686, 0.5535171031951904, -0.12706664204597473]","[0.5968227982521057, 0.5861517190933228, -0.15924696624279022]","[0.5807912945747375, 0.6316362023353577, 0.018775392323732376]","[0.5881779193878174, 0.5519236326217651, -0.03388429805636406]","[0.5984032154083252, 0.5191357135772705, -0.07948369532823563]","[0.5981703400611877, 0.5010347962379456, -0.1086077094078064]"
R,"[0.5556896924972534, 0.8619204759597778, 5.72468252357794e-07]","[0.4721207022666931, 0.8256983757019043, -0.08356928080320358]","[0.4357079267501831, 0.7372220754623413, -0.11510208994150162]","[0.4613874852657318, 0.6519443392753601, -0.13935965299606323]","[0.5050326585769653, 0.5905581712722778, -0.15821987390518188]","[0.4150204658508301, 0.6283637881278992, -0.05175863206386566]","[0.3545030355453491, 0.5333611965179443, -0.0874752476811409]","[0.3213152289390564, 0.47709643840789795, -0.11187226325273514]","[0.301117867231369, 0.4305703639984131, -0.12793020904064178]","[0.47860535979270935, 0.6104515194892883, -0.03626662865281105]","[0.4730808138847351, 0.4870977997779846, -0.0770348384976387]","[0.4712466895580292, 0.4039594233036041, -0.1085585504770279]","[0.4672276973724365, 0.34231171011924744, -0.12723320722579956]","[0.5380352139472961, 0.6188802719116211, -0.03150751814246178]","[0.5595988035202026, 0.5264225006103516, -0.08998791873455048]","[0.5517851114273071, 0.5505672097206116, -0.11610725522041321]","[0.5412096977233887, 0.5816239714622498, -0.11890940368175507]","[0.5942953824996948, 0.636649489402771, -0.033222541213035583]","[0.617838442325592, 0.5609704852104187, -0.07783883810043335]","[0.6369284391403198, 0.5125604867935181, -0.09977924823760986]","[0.6502407789230347, 0.469582736492157, -0.10904207080602646]"
R,"[0.57216876745224, 0.8950715065002441, 1.2001714821963105e-06]","[0.467999666929245, 0.8641564249992371, -0.07752875238656998]","[0.4181619882583618, 0.7713950872421265, -0.12174452096223831]","[0.419011652469635, 0.6840492486953735, -0.16839732229709625]","[0.4642896056175232, 0.6023620367050171, -0.20937220752239227]","[0.42890042066574097, 0.6434966921806335, -0.021656688302755356]","[0.3685339689254761, 0.5443704724311829, -0.05290847644209862]","[0.33655375242233276, 0.47568604350090027, -0.06910581886768341]","[0.31973785161972046, 0.4253176748752594, -0.0787012130022049]","[0.49179184436798096, 0.6248262524604797, -0.019137023016810417]","[0.5013484358787537, 0.4908697009086609, -0.050209127366542816]","[0.4958374500274658, 0.3994908332824707, -0.06920407712459564]","[0.4936356246471405, 0.3330460488796234, -0.07942252606153488]","[0.5502623319625854, 0.6315086483955383, -0.03194858506321907]","[0.5597676038742065, 0.520783543586731, -0.08001704514026642]","[0.5123046636581421, 0.5601924061775208, -0.0953863114118576]","[0.4784548878669739, 0.6083456873893738, -0.09294047951698303]","[0.6035267114639282, 0.642467200756073, -0.05382198467850685]","[0.6355429291725159, 0.5608178973197937, -0.08886223286390305]","[0.6613094806671143, 0.5070416331291199, -0.11276720464229584]","[0.6848528981208801, 0.4579319953918457, -0.12679775059223175]"
